"importer_iso3c","exporter_iso3c","hs6","product_weight_t","dom_source","source_country_iso3c","sciname","habitat","method","live_weight_t","hs_version","year"
"AUS","ARG","230120",0.372714269560975,"domestic","ARG","acanthistius brasilianus","marine","capture",1.10890195902439,"HS12",2015
"AUS","ARG","230120",0.529926920332265,"domestic","ARG","callorhinchus callorynchus","marine","capture",1.57664207702162,"HS12",2015
"AUS","ARG","230120",0.119670965591529,"domestic","ARG","carcharhiniformes","marine","capture",0.356045848040911,"HS12",2015
"AUS","ARG","230120",0.950341109725303,"domestic","ARG","cynoscion guatucupa","marine","capture",2.82746115290173,"HS12",2015
"AUS","ARG","230120",1.06189535017841,"domestic","ARG","genypterus blacodes","marine","capture",3.1593580666465,"HS12",2015
"AUS","ARG","230120",0.137026214721248,"domestic","ARG","helicolenus dactylopterus","marine","capture",0.407681299997103,"HS12",2015
"AUS","ARG","230120",197.725207038202,"domestic","ARG","illex argentinus","marine","capture",588.273343254155,"HS12",2015
"AUS","ARG","230120",0.120140783562695,"domestic","ARG","macrodon ancylodon","marine","capture",0.357443653574961,"HS12",2015
"AUS","ARG","230120",0.644679992406451,"domestic","ARG","merluccius australis","marine","capture",1.91805617575473,"HS12",2015
"AUS","ARG","230120",0.765667918424231,"domestic","ARG","mustelus schmitti","marine","capture",2.278020253163,"HS12",2015
"AUS","ARG","230120",0.817002670072897,"domestic","ARG","nototheniidae","marine","capture",2.43075174567143,"HS12",2015
"AUS","ARG","230120",0.324718364983748,"domestic","ARG","oncorhynchus mykiss","inland","aquaculture",0.966104226397927,"HS12",2015
"AUS","ARG","230120",0.673090330802854,"domestic","ARG","pagrus pagrus","marine","capture",2.00258280238866,"HS12",2015
"AUS","ARG","230120",1.46019808837178,"domestic","ARG","percophis brasiliensis","marine","capture",4.34439100672596,"HS12",2015
"AUS","ARG","230120",0.106727362761303,"domestic","ARG","pomatomus saltatrix","marine","capture",0.317535955322886,"HS12",2015
"AUS","ARG","230120",0.15976656460483,"domestic","ARG","pseudopercis semifasciata","marine","capture",0.475338539320155,"HS12",2015
"AUS","ARG","230120",0.686928503274211,"domestic","ARG","scomber colias","marine","capture",2.04375422461749,"HS12",2015
"AUS","ARG","230120",0.249152094863031,"domestic","ARG","seriolella porosa","marine","capture",0.741278959923069,"HS12",2015
"AUS","ARG","230120",0.553933666248366,"domestic","ARG","squatina argentina","marine","capture",1.64806710619349,"HS12",2015
"AUS","ARG","230120",0.237330091670502,"domestic","ARG","stromateus brasiliensis","marine","capture",0.706106057862651,"HS12",2015
"AUS","ARG","230120",0.315970623011924,"domestic","ARG","umbrina canosai","marine","capture",0.940077886647046,"HS12",2015
"AUS","CAN","230120",0.105624311355566,"domestic","CAN","busycon","marine","capture",0.314254149487636,"HS12",2015
"AUS","CAN","230120",0.110066385697881,"domestic","CAN","crangonidae","marine","capture",0.327470238439976,"HS12",2015
"AUS","CAN","230120",0.553366213607922,"domestic","CAN","mactromeris polynyma","marine","capture",1.64637881734588,"HS12",2015
"AUS","CAN","230120",3.04137437328589,"domestic","CAN","pandalus borealis","marine","capture",9.04871714366051,"HS12",2015
"AUS","CAN","230120",0.153360460364115,"domestic","CAN","pandalus","marine","capture",0.456279055628771,"HS12",2015
"AUS","CAN","230120",0.208119357191866,"domestic","CAN","salmonidae","marine","aquaculture",0.619198087512991,"HS12",2015
"AUS","CAN","230120",0.127989185695471,"domestic","CAN","strongylocentrotus","marine","capture",0.380794271490657,"HS12",2015
"AUS","CHL","230120",12.6887982714562,"domestic","CHL","brama australis","marine","capture",37.7517965101178,"HS12",2015
"AUS","CHL","230120",0.102283791905172,"domestic","CHL","callorhinchus callorynchus","marine","capture",0.304315413932743,"HS12",2015
"AUS","CHL","230120",0.138987830643245,"domestic","CHL","carangidae","marine","capture",0.413517512657589,"HS12",2015
"AUS","CHL","230120",3.92209064508494,"domestic","CHL","cervimunida johni","marine","capture",11.6690300184345,"HS12",2015
"AUS","CHL","230120",0.211721708350094,"domestic","CHL","cilus gilberti","marine","capture",0.629915826496149,"HS12",2015
"AUS","CHL","230120",2.83520236631215,"domestic","CHL","concholepas concholepas","marine","capture",8.43531282539152,"HS12",2015
"AUS","CHL","230120",1.3102868246532,"domestic","CHL","decapoda","marine","capture",3.89837402376159,"HS12",2015
"AUS","CHL","230120",277.708106688925,"domestic","CHL","dosidicus gigas","marine","capture",826.238995107547,"HS12",2015
"AUS","CHL","230120",594.18023335071,"domestic","CHL","engraulis ringens","marine","capture",1767.80895872938,"HS12",2015
"AUS","CHL","230120",2.93601355541644,"domestic","CHL","ethmidium maculatum","marine","capture",8.73524694173488,"HS12",2015
"AUS","CHL","230120",6.25335090096751,"domestic","CHL","euphausia superba","marine","capture",18.6050109450273,"HS12",2015
"AUS","CHL","230120",0.704189293607919,"domestic","CHL","galatheidae","marine","capture",2.09510864213926,"HS12",2015
"AUS","CHL","230120",1.77668894317039,"domestic","CHL","gastropoda","marine","capture",5.28601669042432,"HS12",2015
"AUS","CHL","230120",0.346780229964618,"domestic","CHL","genypterus blacodes","marine","capture",1.03174283295258,"HS12",2015
"AUS","CHL","230120",3.26148928646772,"domestic","CHL","heterocarpus reedi","marine","capture",9.7036044886643,"HS12",2015
"AUS","CHL","230120",0.171059616089589,"domestic","CHL","holothuroidea","marine","capture",0.508937700762413,"HS12",2015
"AUS","CHL","230120",1.21647479398873,"domestic","CHL","lithodes santolla","marine","capture",3.61926384988381,"HS12",2015
"AUS","CHL","230120",47.7920837168422,"domestic","CHL","loxechinus albus","marine","capture",142.191323455068,"HS12",2015
"AUS","CHL","230120",13.9859690020601,"domestic","CHL","macruronus magellanicus","marine","capture",41.6111474441459,"HS12",2015
"AUS","CHL","230120",1.08930882345519,"domestic","CHL","mesodesma donacium","marine","capture",3.24091881358568,"HS12",2015
"AUS","CHL","230120",1.000343428176,"domestic","CHL","mulinia","marine","capture",2.97622838135009,"HS12",2015
"AUS","CHL","230120",13.0878582718062,"domestic","CHL","mytilus chilensis","marine","aquaculture",38.9390824615722,"HS12",2015
"AUS","CHL","230120",0.983240161840491,"domestic","CHL","mytilus chilensis","marine","capture",2.92534263026923,"HS12",2015
"AUS","CHL","230120",9.58765218511835,"domestic","CHL","normanichthys crockeri","marine","capture",28.5252461706001,"HS12",2015
"AUS","CHL","230120",0.219132484475969,"domestic","CHL","odontesthes regia","marine","capture",0.651964416622717,"HS12",2015
"AUS","CHL","230120",0.184721103748546,"domestic","CHL","ostrea chilensis","marine","aquaculture",0.549583449169229,"HS12",2015
"AUS","CHL","230120",1.25819569860148,"domestic","CHL","paralomis granulosa","marine","capture",3.74339216112838,"HS12",2015
"AUS","CHL","230120",5.47636952457192,"domestic","CHL","pleuroncodes monodon","marine","capture",16.2933308169082,"HS12",2015
"AUS","CHL","230120",2.48576155769987,"domestic","CHL","pyura chilensis","marine","capture",7.3956542212558,"HS12",2015
"AUS","CHL","230120",0.921133198362311,"domestic","CHL","scomberesox saurus","marine","capture",2.7405615819044,"HS12",2015
"AUS","CHL","230120",0.360498600475608,"domestic","CHL","scorpaenidae","marine","capture",1.07255781959685,"HS12",2015
"AUS","CHL","230120",0.569352608134476,"domestic","CHL","semele solida","marine","capture",1.69394164403646,"HS12",2015
"AUS","CHL","230120",1.35723432271159,"domestic","CHL","seriolella","marine","capture",4.0380525303816,"HS12",2015
"AUS","CHL","230120",11.5654652244095,"domestic","CHL","sprattus fuegensis","marine","capture",34.4096486015489,"HS12",2015
"AUS","CHL","230120",79.3036248238131,"domestic","CHL","strangomera bentincki","marine","capture",235.944668897295,"HS12",2015
"AUS","CHL","230120",0.647072664628987,"domestic","CHL","stromateidae","marine","capture",1.92517486997054,"HS12",2015
"AUS","CHL","230120",0.962414036808135,"domestic","CHL","thyrsites atun","marine","capture",2.86338060537958,"HS12",2015
"AUS","CHL","230120",224.445818564593,"domestic","CHL","trachurus murphyi","marine","capture",667.772683332674,"HS12",2015
"AUS","CHL","230120",1.8728208906334,"domestic","CHL","xiphias gladius","marine","capture",5.57202909609936,"HS12",2015
"AUS","CRI","230120",0.210535072275311,"domestic","CRI","actinopterygii","inland","capture",0.626385339000927,"HS12",2015
"AUS","CRI","230120",0.35427311214294,"domestic","CRI","arca","marine","capture",1.05403570554924,"HS12",2015
"AUS","CRI","230120",3.06925407131018,"domestic","CRI","carcharhinus falciformis","marine","capture",9.13166500555096,"HS12",2015
"AUS","CRI","230120",1.71541397419965,"domestic","CRI","coryphaena hippurus","marine","capture",5.1037109976188,"HS12",2015
"AUS","CRI","230120",3.47194339286456,"domestic","CRI","crangonidae","marine","capture",10.3297489374483,"HS12",2015
"AUS","CRI","230120",9.94370512367821,"domestic","CRI","farfantepenaeus brevirostris","marine","capture",29.5845772274724,"HS12",2015
"AUS","CRI","230120",1.1575814093916,"domestic","CRI","istiophorus platypterus","marine","capture",3.44404386265269,"HS12",2015
"AUS","CRI","230120",0.141269532646388,"domestic","CRI","kajikia albida","marine","capture",0.420306047542971,"HS12",2015
"AUS","CRI","230120",1.40227289872913,"domestic","CRI","kajikia audax","marine","capture",4.17205159952467,"HS12",2015
"AUS","CRI","230120",73.3162325078358,"domestic","CRI","litopenaeus vannamei","marine","aquaculture",218.130939692735,"HS12",2015
"AUS","CRI","230120",1.43437769618713,"domestic","CRI","lutjanidae","marine","capture",4.26757000518486,"HS12",2015
"AUS","CRI","230120",1.5408477957429,"domestic","CRI","lutjanus guttatus","marine","aquaculture",4.58434054931773,"HS12",2015
"AUS","CRI","230120",6.14479741687153,"domestic","CRI","oncorhynchus mykiss","inland","aquaculture",18.282041901436,"HS12",2015
"AUS","CRI","230120",0.13118603666772,"domestic","CRI","panulirus argus","marine","capture",0.390305563639497,"HS12",2015
"AUS","CRI","230120",0.562316598587652,"domestic","CRI","penaeidae","marine","capture",1.67300806191368,"HS12",2015
"AUS","CRI","230120",2.94224997442013,"domestic","CRI","penaeus","marine","capture",8.75380157678718,"HS12",2015
"AUS","CRI","230120",3.23820140445342,"domestic","CRI","perciformes","marine","capture",9.63431822812589,"HS12",2015
"AUS","CRI","230120",0.463029734652611,"domestic","CRI","serranidae","marine","capture",1.37760912789207,"HS12",2015
